date,pmer,cod_tend,dd,ff,td,u,pres,rafper,rr1,rr3,temp_celsius
2021-04-21 12:00:00,101880,1,40,5.2,279.35,52,101020,8.2,0.0,0.0,16.100000000000023
2021-04-21 15:00:00,101880,5,30,6.7,280.45,58,101020,10.7,0.0,0.0,15.5
2021-04-21 18:00:00,101990,2,30,7.3,277.95,64,101120,10.1,0.0,0.0,11.400000000000034
2021-04-21 21:00:00,102200,1,40,6.3,275.45,76,101310,11.1,0.0,0.0,6.2000000000000455
2021-04-22 00:00:00,102330,1,60,4.5,275.35,84,101430,7.3,0.0,0.0,4.7000000000000455
2021-04-22 03:00:00,102410,3,60,3.6,274.35,87,101510,6.4,0.0,0.0,3.2000000000000455
2021-04-22 06:00:00,102520,3,80,4.6,274.05,81,101620,6.0,0.0,0.0,3.900000000000034
2021-04-22 09:00:00,102610,2,70,6.6,273.35,56,101720,10.0,0.0,0.0,8.5
2021-04-22 12:00:00,102600,4,60,6.4,272.25,41,101720,10.4,0.0,0.0,12.0
2021-04-22 15:00:00,102530,7,60,6.1,273.05,38,101660,9.6,0.0,0.0,14.0
2021-04-22 18:00:00,102560,3,50,4.9,273.25,42,101680,9.2,0.0,0.0,12.700000000000045
2021-04-22 21:00:00,102700,1,50,5.3,275.25,72,101810,8.3,0.0,0.0,6.800000000000011
2021-04-23 00:00:00,102770,3,70,4.7,275.25,84,101870,6.4,0.0,0.0,4.600000000000023
2021-04-23 03:00:00,102790,3,80,3.8,274.75,89,101880,4.9,0.0,0.0,3.2000000000000455
2021-04-23 06:00:00,102850,3,80,4.1,275.55,86,101950,5.5,0.0,0.0,4.5
2021-04-23 09:00:00,102870,1,90,4.6,276.25,58,101990,8.2,0.0,0.0,11.100000000000023
2021-04-23 12:00:00,102810,8,90,6.2,271.95,34,101940,9.4,0.0,0.0,14.5
2021-04-23 15:00:00,102640,8,70,5.7,271.95,30,101780,9.7,0.0,0.0,16.5
2021-04-23 18:00:00,102600,5,80,5.9,268.65,26,101730,9.9,0.0,0.0,14.800000000000011
2021-04-23 21:00:00,102670,2,80,2.3,273.55,56,101780,3.9,0.0,0.0,8.700000000000045
2021-04-24 00:00:00,102680,5,70,4.0,275.55,76,101780,5.6,0.0,0.0,6.300000000000011
2021-04-24 03:00:00,102610,5,70,3.5,275.35,81,101710,5.3,0.0,0.0,5.2000000000000455
2021-04-24 06:00:00,102650,3,60,4.0,275.75,81,101750,5.8,0.0,0.0,5.600000000000023
2021-04-24 09:00:00,102600,8,80,7.6,275.65,51,101720,11.3,0.0,0.0,12.400000000000034
2021-04-24 12:00:00,102520,6,60,6.7,274.85,40,101650,11.1,0.0,0.0,15.200000000000045
2021-04-24 15:00:00,102400,8,60,7.0,275.05,39,101540,10.9,0.0,0.0,15.900000000000034
2021-04-24 18:00:00,102380,5,40,5.7,276.65,52,101510,10.2,0.0,0.0,13.100000000000023
2021-04-24 21:00:00,102490,1,30,5.5,276.65,74,101600,10.1,0.0,0.0,7.800000000000011
2021-04-25 00:00:00,102530,0,50,5.2,276.25,78,101640,8.7,0.0,0.0,6.7000000000000455
2021-04-25 03:00:00,102570,2,50,5.2,273.35,72,101670,7.2,0.0,0.0,4.800000000000011
2021-04-25 06:00:00,102670,3,70,6.0,273.45,70,101770,8.9,0.0,0.0,5.300000000000011
2021-04-25 09:00:00,102660,4,70,8.2,274.15,56,101770,12.2,0.0,0.0,9.300000000000011
2021-04-25 12:00:00,102590,6,50,7.2,275.55,51,101710,10.7,0.0,0.0,12.300000000000011
2021-04-25 15:00:00,102440,8,50,7.1,274.25,44,101570,11.2,0.0,0.0,13.100000000000023
2021-04-25 18:00:00,102300,5,40,7.9,275.15,58,101420,12.9,0.0,0.0,9.900000000000034
2021-04-25 21:00:00,102430,1,40,5.2,274.25,74,101530,10.5,0.0,0.0,5.400000000000034
2021-04-26 00:00:00,102340,6,40,4.3,274.55,81,101440,7.4,0.0,0.0,4.400000000000034
2021-04-26 03:00:00,102200,6,50,4.0,274.15,87,101300,7.0,0.0,0.0,3.0
2021-04-26 06:00:00,102140,6,50,4.8,274.45,85,101240,7.6,0.0,0.0,3.6000000000000227
2021-04-26 09:00:00,101990,8,60,8.5,273.25,50,101110,11.7,0.0,0.0,10.100000000000023
2021-04-26 12:00:00,101780,8,40,6.6,273.05,39,100910,10.6,0.0,0.0,13.600000000000023
2021-04-26 15:00:00,101540,6,40,6.5,272.65,34,100680,11.0,0.0,0.0,15.300000000000011
2021-04-26 18:00:00,101460,6,30,6.3,276.15,58,100590,10.2,0.0,0.0,10.900000000000034
2021-04-26 21:00:00,101450,8,40,2.4,274.75,76,100560,8.1,0.0,0.0,5.5
2021-04-27 00:00:00,101340,8,40,3.6,275.45,86,100450,4.9,0.0,0.0,4.400000000000034
2021-04-27 03:00:00,101200,6,0,0.0,274.05,90,100300,2.5,0.0,0.0,2.400000000000034
2021-04-27 06:00:00,101150,5,50,1.1,276.25,91,100260,2.4,0.0,0.0,4.400000000000034
2021-04-27 09:00:00,101040,8,70,2.0,275.05,51,100170,4.2,0.0,0.0,11.700000000000045
2021-04-27 12:00:00,100860,7,70,1.7,271.95,31,100010,5.0,0.0,0.0,15.900000000000034
2021-04-27 15:00:00,100700,8,310,5.1,275.45,38,99850,8.3,0.0,0.0,16.700000000000045
2021-04-27 18:00:00,100630,7,290,3.8,276.05,47,99780,5.9,0.0,0.0,14.100000000000023
2021-04-27 21:00:00,100660,0,70,3.7,275.55,63,99790,5.0,0.0,0.0,9.100000000000023
2021-04-28 00:00:00,100600,6,60,0.8,274.15,61,99730,3.0,0.0,0.0,8.100000000000023
2021-04-28 03:00:00,100460,6,70,2.3,274.45,74,99580,2.9,0.0,0.0,5.600000000000023
2021-04-28 06:00:00,100420,6,90,2.5,275.65,78,99540,3.7,0.0,0.0,6.0
2021-04-28 09:00:00,100360,8,70,1.4,276.15,50,99510,3.2,0.0,0.0,13.200000000000045
2021-04-28 12:00:00,100220,8,70,2.1,274.65,36,99380,6.4,0.0,0.0,16.600000000000023
2021-04-28 15:00:00,100180,8,270,4.0,279.25,60,99330,8.0,0.0,0.0,13.700000000000045
2021-04-28 18:00:00,100220,1,20,5.2,276.55,58,99360,11.8,-0.1,-0.1,11.400000000000034
2021-04-28 21:00:00,100410,1,20,2.9,276.65,74,99540,3.9,0.0,0.0,7.800000000000011
2021-04-29 00:00:00,100480,3,300,3.3,277.75,94,99600,4.1,0.0,0.0,5.5
2021-04-29 03:00:00,100550,3,320,3.5,278.45,96,99670,4.9,0.0,0.0,5.900000000000034
2021-04-29 06:00:00,100730,1,360,5.5,277.25,88,99850,8.9,-0.1,-0.1,5.900000000000034
2021-04-29 12:00:00,101080,1,340,5.4,273.55,50,100210,7.1,0.0,0.0,10.400000000000034
2021-04-29 15:00:00,101160,1,300,4.7,272.65,42,100290,9.7,0.0,0.0,12.0
2021-04-29 18:00:00,101250,1,320,4.3,274.65,58,100380,8.4,0.0,0.0,9.400000000000034
2021-04-29 21:00:00,101400,1,350,1.1,274.15,81,100510,1.6,0.0,0.0,4.0
2021-04-30 00:00:00,101460,2,180,1.4,274.45,87,100560,1.9,0.0,0.0,3.3000000000000114
2021-04-30 03:00:00,101420,7,130,2.4,273.75,92,100520,3.3,0.0,0.0,1.8000000000000114
2021-04-30 06:00:00,101480,3,120,1.9,275.05,92,100580,2.4,0.0,0.0,3.1000000000000227
2021-04-30 09:00:00,101450,4,50,1.4,274.15,52,100580,3.0,0.0,0.0,10.400000000000034
2021-04-30 12:00:00,101450,0,330,1.0,274.45,52,100580,4.2,0.0,0.0,10.800000000000011
2021-04-30 15:00:00,101410,8,180,2.2,274.75,56,100540,5.2,-0.1,-0.1,10.0
2021-04-30 18:00:00,101460,2,280,3.2,274.25,56,100580,4.3,0.0,0.0,9.5
2021-04-30 21:00:00,101560,1,290,2.0,276.75,81,100670,3.2,0.0,0.0,6.600000000000023
2021-05-01 00:00:00,101550,8,270,0.5,276.55,92,100660,0.8,0.0,0.0,4.600000000000023
2021-05-01 03:00:00,101520,6,360,1.2,276.95,90,100630,2.1,0.0,0.0,5.300000000000011
2021-05-01 06:00:00,101550,3,0,0.0,277.45,88,100660,1.8,0.0,0.0,6.100000000000023
2021-05-01 09:00:00,101560,1,30,1.4,275.05,54,100690,3.0,0.0,0.0,10.800000000000011
2021-05-01 12:00:00,101530,8,340,6.6,273.85,45,100660,11.2,0.0,0.0,12.300000000000011
2021-05-01 15:00:00,101490,6,360,4.6,273.25,45,100620,8.4,0.0,-0.1,11.700000000000045
2021-05-01 18:00:00,101570,3,300,5.3,274.65,52,100700,7.7,0.0,0.0,11.0
2021-05-01 21:00:00,101760,2,320,2.3,275.85,82,100870,3.5,0.0,0.0,5.5
2021-05-02 00:00:00,101830,3,310,0.6,276.35,87,100940,1.4,0.0,0.0,5.2000000000000455
2021-05-02 03:00:00,101910,3,300,1.4,275.35,97,101010,2.0,0.0,0.0,2.6000000000000227
2021-05-02 06:00:00,102060,3,240,0.9,276.95,100,101160,1.8,0.2,0.2,3.8000000000000114
2021-05-02 09:00:00,102140,1,20,1.6,275.95,58,101260,4.6,0.0,0.0,10.700000000000045
2021-05-02 12:00:00,102140,0,300,4.2,275.05,52,101260,6.9,0.0,0.0,11.400000000000034
2021-05-02 15:00:00,102150,1,310,5.3,273.25,44,101280,8.4,0.0,0.0,12.0
2021-05-02 18:00:00,102190,2,300,4.3,274.75,55,101310,6.9,0.0,0.0,10.200000000000045
2021-05-02 21:00:00,102290,1,230,1.3,275.65,79,101400,2.0,0.0,0.0,5.900000000000034
2021-05-03 00:00:00,102320,1,180,0.9,274.75,87,101420,1.9,0.0,0.0,3.6000000000000227
2021-05-03 03:00:00,102270,7,180,1.0,274.55,91,101370,1.9,0.0,0.0,2.7000000000000455
2021-05-03 06:00:00,102240,5,170,1.6,275.45,91,101340,3.1,0.0,0.0,3.6000000000000227
2021-05-03 09:00:00,102140,8,220,3.7,275.85,54,101270,8.5,0.0,0.0,11.700000000000045
2021-05-03 12:00:00,101820,6,220,4.0,274.35,38,100960,9.8,0.0,0.0,15.5
2021-05-03 15:00:00,101470,8,250,3.5,276.55,46,100610,9.0,0.0,0.0,14.900000000000034
2021-05-03 18:00:00,101120,8,290,1.6,276.45,58,100250,4.4,0.0,0.0,11.300000000000011
2021-05-03 21:00:00,100750,6,230,5.8,275.35,47,99890,12.4,0.0,0.0,13.300000000000011
2021-05-04 00:00:00,100360,8,210,6.4,276.75,66,99490,15.6,-0.1,-0.1,9.700000000000045
2021-05-04 03:00:00,100150,6,240,8.0,280.65,83,99290,17.3,-0.1,0.2,10.300000000000011
2021-05-04 06:00:00,100120,5,250,11.3,280.75,88,99260,21.2,0.4,1.4,9.5
2021-05-04 09:00:00,100360,3,270,13.8,278.15,69,99500,22.5,-0.1,0.2,10.5
2021-05-04 12:00:00,100520,1,260,13.7,277.05,60,99660,21.7,0.0,0.0,11.400000000000034
2021-05-04 15:00:00,100580,1,260,11.7,276.35,54,99720,19.5,0.0,0.0,12.200000000000045
2021-05-04 18:00:00,100570,8,260,10.6,276.55,62,99710,18.6,0.0,0.0,10.400000000000034
2021-05-04 21:00:00,100630,2,270,7.3,276.05,68,99760,12.9,0.0,0.0,8.5
2021-05-05 00:00:00,100620,8,290,7.6,275.65,70,99750,12.7,0.0,0.0,7.600000000000023
2021-05-05 03:00:00,100640,3,290,7.5,275.15,72,99760,11.8,0.0,0.0,6.7000000000000455
2021-05-05 06:00:00,100830,3,300,5.6,275.35,69,99950,9.6,0.0,0.0,7.5
2021-05-05 09:00:00,101000,1,290,7.4,275.45,62,100130,11.3,0.0,0.0,9.200000000000045
2021-05-05 12:00:00,101190,1,280,7.7,275.95,55,100320,11.9,0.0,0.0,11.5
2021-05-05 15:00:00,101210,0,260,8.7,274.75,51,100340,13.1,0.0,-0.1,11.400000000000034
2021-05-05 18:00:00,101150,8,260,8.7,275.75,63,100280,12.7,0.0,0.0,9.300000000000011
2021-05-05 21:00:00,101150,0,250,3.9,276.45,74,100270,9.4,0.0,0.0,7.600000000000023
2021-05-06 00:00:00,101080,8,220,1.6,276.65,86,100200,3.9,-0.1,0.4,5.7000000000000455
2021-05-06 03:00:00,100920,8,210,1.1,275.95,88,100030,4.4,0.0,0.0,4.600000000000023
2021-05-06 06:00:00,100790,6,160,1.9,276.65,89,99910,3.1,0.0,0.0,5.2000000000000455
2021-05-06 09:00:00,100680,8,180,2.3,277.55,81,99810,5.3,-0.1,-0.1,7.400000000000034
2021-05-06 12:00:00,100570,7,130,1.0,277.65,79,99700,3.6,-0.1,0.4,7.900000000000034
2021-05-06 15:00:00,100560,5,270,2.8,277.25,67,99690,4.6,0.0,-0.1,9.900000000000034
2021-05-06 18:00:00,100790,2,280,5.1,277.45,73,99920,7.5,0.0,0.0,8.900000000000034
2021-05-06 21:00:00,101000,1,280,1.8,277.25,88,100120,4.1,0.0,0.0,5.900000000000034
2021-05-07 00:00:00,101130,1,220,1.5,276.55,94,100240,2.7,0.0,0.0,4.300000000000011
2021-05-07 03:00:00,101260,3,300,4.0,273.85,72,100370,6.7,0.0,0.0,5.300000000000011
2021-05-07 06:00:00,101530,3,290,2.1,275.95,77,100640,4.6,0.0,0.0,6.5
2021-05-07 09:00:00,101750,3,280,4.8,275.45,60,100870,7.8,0.0,0.0,9.700000000000045
2021-05-07 12:00:00,101850,1,290,4.7,274.85,50,100980,7.8,0.0,0.0,11.800000000000011
2021-05-07 15:00:00,101900,0,280,4.8,270.25,33,101030,8.2,0.0,0.0,13.0
2021-05-07 18:00:00,101830,6,300,1.3,270.75,39,100960,4.1,0.0,0.0,11.100000000000023
2021-05-07 21:00:00,101790,7,110,1.7,270.65,47,100910,2.8,0.0,0.0,8.200000000000045
2021-05-08 00:00:00,101650,8,130,1.9,272.65,58,100770,3.3,0.0,0.0,7.2000000000000455
2021-05-08 03:00:00,101380,7,120,2.5,274.25,65,100500,4.1,0.0,0.0,7.2000000000000455
2021-05-08 06:00:00,101220,6,140,3.8,278.95,87,100340,6.4,0.6,0.8,7.800000000000011
2021-05-08 09:00:00,101080,7,150,3.6,283.35,94,100210,7.1,0.4,1.2,11.100000000000023
2021-05-08 12:00:00,100830,8,190,5.2,284.85,67,99990,13.9,0.0,0.2,17.900000000000034
2021-05-08 15:00:00,100700,8,210,5.0,283.55,49,99870,11.9,0.0,0.0,21.600000000000023
2021-05-08 18:00:00,100620,7,190,2.2,282.55,48,99790,7.7,0.0,0.0,20.80000000000001
2021-05-08 21:00:00,100600,8,160,2.5,282.05,68,99750,4.3,0.0,0.0,14.800000000000011
2021-05-09 00:00:00,100480,8,160,2.8,282.65,80,99620,4.4,0.0,0.0,12.900000000000034
2021-05-09 03:00:00,100220,6,120,3.0,282.45,81,99370,4.3,0.0,0.0,12.5
2021-05-09 06:00:00,100080,6,0,0.0,283.65,83,99230,3.9,0.0,0.0,13.300000000000011
2021-05-09 09:00:00,99950,7,180,3.3,286.55,61,99120,8.2,0.0,0.0,21.200000000000045
2021-05-09 12:00:00,99910,8,220,3.4,287.75,64,99090,7.4,0.0,0.0,21.700000000000045
2021-05-09 15:00:00,99840,7,180,3.3,286.85,57,99020,8.7,0.0,0.0,22.700000000000045
2021-05-09 18:00:00,99810,5,190,2.3,286.55,80,98970,18.7,2.7,2.7,16.900000000000034
2021-05-09 21:00:00,99800,6,160,2.9,284.75,70,98960,5.9,0.0,0.0,17.100000000000023
2021-05-10 00:00:00,99750,6,170,2.4,286.85,95,98910,6.8,2.0,2.6,14.5
2021-05-10 03:00:00,99870,3,250,4.6,286.05,98,99020,8.7,1.4,5.3,13.200000000000045
2021-05-10 06:00:00,100190,1,220,2.1,284.15,88,99340,10.2,0.0,0.4,12.900000000000034
2021-05-10 09:00:00,100420,1,210,3.8,281.95,66,99570,10.0,0.0,-0.1,15.100000000000023
2021-05-10 12:00:00,100540,1,210,3.3,281.65,55,99700,10.2,0.0,0.0,17.700000000000045
2021-05-10 15:00:00,100620,3,250,3.2,282.05,61,99770,8.7,0.0,-0.1,16.5
2021-05-10 18:00:00,100660,3,110,0.8,280.95,64,99810,4.4,0.0,0.0,14.5
2021-05-10 21:00:00,100770,1,90,1.3,283.25,90,99910,3.2,0.0,0.0,11.700000000000045
2021-05-11 00:00:00,100790,0,120,2.2,282.25,97,99920,3.1,0.0,0.0,9.600000000000023
2021-05-11 03:00:00,100760,8,150,1.6,280.65,98,99890,3.5,0.0,0.0,7.800000000000011
2021-05-11 06:00:00,100800,1,140,1.8,282.25,98,99930,2.9,0.0,0.0,9.400000000000034
2021-05-11 09:00:00,100870,1,240,1.6,282.65,69,100020,2.9,0.0,0.0,15.100000000000023
2021-05-11 12:00:00,100890,3,310,4.3,282.65,68,100040,8.4,0.0,0.0,15.400000000000034
2021-05-11 15:00:00,101000,3,270,2.8,282.35,75,100140,6.9,-0.1,0.6,13.600000000000023
2021-05-11 18:00:00,100990,5,210,2.2,278.05,46,100140,5.1,0.0,0.0,16.600000000000023
2021-05-11 21:00:00,101200,2,270,4.5,281.15,77,100340,8.8,-0.1,-0.1,11.900000000000034
2021-05-12 00:00:00,101220,1,220,1.4,280.45,88,100350,3.5,0.0,-0.1,9.200000000000045
2021-05-12 03:00:00,101200,7,160,2.1,279.55,89,100320,3.1,0.0,0.0,8.100000000000023
2021-05-12 06:00:00,101200,3,170,2.3,280.35,89,100330,4.2,0.0,0.0,8.900000000000034
2021-05-12 09:00:00,101150,8,200,1.5,279.85,64,100290,3.9,0.0,0.0,13.400000000000034
2021-05-12 12:00:00,101040,8,160,3.7,277.05,47,100190,6.7,0.0,0.0,15.100000000000023
2021-05-12 15:00:00,100960,6,180,2.6,277.65,47,100110,7.3,0.0,0.0,15.800000000000011
2021-05-12 18:00:00,100920,8,140,3.1,279.35,59,100060,7.1,0.0,0.0,14.100000000000023
2021-05-12 21:00:00,100870,8,90,2.5,280.45,74,100010,3.6,0.0,0.0,11.800000000000011
2021-05-13 00:00:00,100730,6,90,3.0,279.95,75,99870,5.3,0.0,0.0,11.100000000000023
2021-05-13 03:00:00,100640,6,190,1.2,280.55,79,99780,3.7,0.0,0.0,10.900000000000034
2021-05-13 06:00:00,100710,2,220,0.8,281.75,99,99840,5.9,0.4,4.0,8.700000000000045
2021-05-13 09:00:00,100720,3,230,2.1,280.15,73,99860,5.6,0.0,0.4,11.700000000000045
2021-05-13 12:00:00,100730,0,200,1.3,279.45,65,99870,5.1,0.0,0.0,12.700000000000045
2021-05-13 15:00:00,100660,8,260,0.7,278.85,56,99810,4.7,0.0,0.0,14.400000000000034
2021-05-13 18:00:00,100600,6,80,2.4,279.35,58,99750,3.5,0.0,0.0,14.400000000000034
2021-05-13 21:00:00,100750,3,280,2.5,281.85,98,99880,11.6,2.4,2.4,9.0
2021-05-14 00:00:00,100700,8,160,1.1,281.95,100,99830,3.1,0.2,0.4,8.800000000000011
2021-05-14 03:00:00,100650,6,100,1.4,282.15,100,99780,3.3,-0.1,-0.1,9.0
2021-05-14 06:00:00,100700,3,140,1.9,282.15,97,99830,3.1,0.0,0.2,9.5
2021-05-14 09:00:00,100810,1,90,1.6,282.05,84,99950,2.8,0.2,0.6,11.5
2021-05-14 12:00:00,100860,1,320,3.0,282.45,87,100000,4.8,0.2,0.2,11.400000000000034
2021-05-14 15:00:00,100900,1,300,5.5,283.35,91,100040,8.2,0.2,0.2,11.600000000000023
2021-05-14 18:00:00,100960,2,280,5.5,281.35,83,100090,8.8,0.0,2.0,11.0
2021-05-14 21:00:00,101010,1,250,1.7,280.75,98,100130,2.6,0.0,0.0,7.900000000000034
2021-05-15 00:00:00,100810,8,90,1.9,280.25,100,99930,2.8,0.0,0.0,7.100000000000023
2021-05-15 03:00:00,100560,8,160,2.4,280.85,98,99690,5.4,0.4,0.4,8.0
2021-05-15 06:00:00,100400,8,140,3.4,282.15,98,99530,5.5,0.2,0.4,9.300000000000011
2021-05-15 09:00:00,100220,6,160,3.7,282.35,98,99360,8.4,-0.1,0.4,9.5
2021-05-15 12:00:00,100150,5,260,10.3,281.35,70,99300,15.9,0.0,0.2,13.600000000000023
2021-05-15 15:00:00,100180,3,260,10.7,281.65,70,99330,17.0,0.0,0.0,13.900000000000034
2021-05-15 18:00:00,100220,2,270,7.5,280.85,72,99370,13.6,0.0,0.0,12.600000000000023
2021-05-15 21:00:00,100310,2,230,2.0,280.85,88,99450,5.0,0.0,0.0,9.600000000000023
2021-05-16 00:00:00,100300,7,220,1.5,280.45,92,99430,2.9,0.0,0.0,8.5
2021-05-16 03:00:00,100250,7,200,1.2,280.85,97,99380,4.1,0.0,0.0,8.100000000000023
2021-05-16 06:00:00,100220,7,180,1.0,282.35,97,99360,3.8,0.2,0.2,9.700000000000045
2021-05-16 09:00:00,100150,7,220,3.9,280.85,69,99300,7.7,0.0,0.0,13.300000000000011
2021-05-16 12:00:00,100130,8,260,6.5,280.25,62,99280,11.9,0.0,0.2,14.300000000000011
2021-05-16 15:00:00,100020,8,280,5.9,280.05,57,99180,9.4,0.0,0.0,15.400000000000034
2021-05-16 18:00:00,100040,0,220,1.7,283.35,94,99180,5.4,2.2,5.0,11.100000000000023
2021-05-16 21:00:00,100080,3,210,2.2,282.85,96,99220,5.6,0.0,1.4,10.300000000000011
2021-05-17 00:00:00,100070,8,230,4.2,281.75,87,99210,9.2,0.0,0.0,10.700000000000045
2021-05-17 03:00:00,100120,3,260,8.3,282.95,95,99260,14.4,0.2,1.8,10.600000000000023
2021-05-17 06:00:00,100330,3,270,7.8,283.25,97,99470,14.1,-0.1,0.4,10.600000000000023
2021-05-17 09:00:00,100600,3,270,7.5,283.15,91,99740,14.0,0.2,0.4,11.400000000000034
2021-05-17 12:00:00,100800,1,270,8.7,282.75,80,99940,15.2,0.0,-0.1,13.0
2021-05-17 15:00:00,100960,3,270,9.2,282.15,74,100100,14.6,0.0,-0.1,13.600000000000023
2021-05-17 18:00:00,101090,1,270,10.2,282.85,87,100230,15.5,0.0,-0.1,11.800000000000011
2021-05-17 21:00:00,101210,3,260,6.6,282.45,89,100340,12.5,0.0,0.0,11.0
2021-05-18 00:00:00,101240,0,260,5.9,282.65,92,100370,12.3,-0.1,0.4,10.700000000000045
2021-05-18 03:00:00,101310,3,260,3.0,282.85,97,100440,5.5,0.0,0.0,10.200000000000045
2021-05-18 06:00:00,101420,3,260,2.9,281.95,90,100550,6.1,0.0,0.0,10.400000000000034
2021-05-18 09:00:00,101510,1,260,6.4,282.15,82,100640,9.2,0.0,0.0,12.0
2021-05-18 12:00:00,101540,3,280,6.9,282.25,75,100680,10.4,0.0,0.0,13.400000000000034
2021-05-18 15:00:00,101600,3,270,7.8,280.15,64,100740,11.2,0.0,-0.1,13.700000000000045
2021-05-18 18:00:00,101690,3,270,5.4,279.95,68,100820,9.4,0.0,0.0,12.600000000000023
2021-05-18 21:00:00,101780,2,220,1.2,279.95,87,100900,3.9,0.0,0.0,8.800000000000011
2021-05-19 00:00:00,101750,8,220,1.7,279.75,94,100870,3.4,0.0,0.0,7.5
2021-05-19 03:00:00,101670,6,180,1.5,280.45,93,100790,3.1,0.0,0.0,8.400000000000034
2021-05-19 06:00:00,101660,8,170,2.2,281.85,95,100780,4.4,-0.1,0.4,9.5
2021-05-19 09:00:00,101640,4,260,5.5,282.65,94,100770,11.6,0.6,1.0,10.400000000000034
2021-05-19 12:00:00,101770,3,300,8.8,282.45,88,100900,12.4,0.2,0.4,11.200000000000045
2021-05-19 15:00:00,101940,1,290,8.8,282.85,77,101070,13.1,0.0,-0.1,13.700000000000045
2021-05-19 18:00:00,102100,2,280,6.2,281.95,82,101230,10.7,0.0,0.0,11.800000000000011
2021-05-19 21:00:00,102230,3,260,3.7,281.85,93,101350,9.0,0.0,0.0,9.800000000000011
2021-05-20 00:00:00,102230,0,250,2.6,281.85,98,101350,6.3,0.0,0.0,9.0
2021-05-20 03:00:00,102230,8,190,0.9,280.65,100,101340,2.9,0.2,0.2,7.5
2021-05-20 06:00:00,102200,5,220,1.1,282.85,100,101320,4.5,0.0,0.0,9.700000000000045
2021-05-20 09:00:00,102040,8,160,3.3,281.25,76,101170,6.0,0.0,0.0,12.200000000000045
2021-05-20 12:00:00,101760,8,160,5.0,279.75,59,100900,9.8,0.0,0.0,14.5
2021-05-20 15:00:00,101500,6,190,3.4,280.85,61,100640,10.2,0.0,0.0,15.200000000000045
2021-05-20 18:00:00,101140,8,180,3.8,280.15,55,100290,10.8,0.0,0.0,16.100000000000023
2021-05-20 21:00:00,100990,6,200,3.0,279.75,62,100130,7.5,0.0,0.0,13.800000000000011
2021-05-21 00:00:00,100830,6,250,6.3,281.35,75,99970,13.2,-0.1,-0.1,12.5
2021-05-21 03:00:00,100680,6,220,3.5,279.35,73,99820,8.8,-0.1,-0.1,10.800000000000011
2021-05-21 06:00:00,100580,6,230,4.3,279.15,72,99720,10.9,0.0,0.0,10.800000000000011
2021-05-21 09:00:00,100530,5,230,6.7,278.15,55,99680,16.2,0.0,0.0,13.900000000000034
2021-05-21 12:00:00,100460,8,240,9.0,276.95,44,99610,21.0,0.0,0.0,16.100000000000023
2021-05-21 15:00:00,100350,8,250,8.2,279.65,52,99510,15.1,0.0,0.2,16.400000000000034
2021-05-21 18:00:00,100270,8,260,8.8,277.85,53,99420,16.5,0.0,0.0,14.200000000000045
2021-05-21 21:00:00,100260,8,210,3.4,278.45,75,99400,9.2,0.0,0.2,9.5
2021-05-22 00:00:00,100200,8,220,5.4,279.85,81,99340,13.9,-0.1,-0.1,9.800000000000011
2021-05-22 03:00:00,100140,8,230,4.6,280.45,85,99280,13.3,0.2,0.4,9.700000000000045
2021-05-22 06:00:00,100270,3,230,5.2,281.95,96,99410,13.1,0.4,0.8,9.400000000000034
2021-05-22 09:00:00,100490,3,240,5.4,282.25,92,99630,12.7,-0.1,0.4,10.300000000000011
2021-05-22 12:00:00,100740,1,260,7.0,282.35,91,99880,12.9,1.0,2.0,10.600000000000023
2021-05-22 15:00:00,100790,1,270,9.6,280.95,69,99930,14.2,0.0,-0.1,13.400000000000034
2021-05-22 18:00:00,100880,3,260,7.5,281.45,81,100020,13.8,0.0,0.0,11.400000000000034
2021-05-22 21:00:00,101080,2,260,4.0,281.75,94,100210,10.0,0.4,0.4,9.5
2021-05-23 00:00:00,101210,1,230,2.5,279.35,92,100330,5.9,0.0,-0.1,7.400000000000034
2021-05-23 03:00:00,101250,1,210,2.2,277.75,91,100370,4.9,0.0,0.0,6.0
2021-05-23 06:00:00,101380,2,210,2.4,280.85,95,100500,5.6,0.2,0.4,8.5
2021-05-23 09:00:00,101450,1,230,3.8,278.75,61,100590,8.6,0.0,0.0,12.900000000000034
2021-05-23 12:00:00,101380,8,200,3.7,279.05,53,100520,8.9,0.0,0.0,15.400000000000034
2021-05-23 15:00:00,101240,6,210,2.7,281.95,67,100380,8.8,0.2,0.8,14.900000000000034
2021-05-23 18:00:00,101070,6,180,2.5,281.35,73,100210,6.8,0.0,-0.1,12.900000000000034
2021-05-23 21:00:00,100920,6,160,3.3,281.05,70,100060,7.6,0.0,0.0,13.300000000000011
2021-05-24 00:00:00,100770,8,180,4.4,279.45,76,99900,11.2,0.4,0.6,10.400000000000034
2021-05-24 03:00:00,100640,6,190,1.9,281.45,94,99770,5.0,0.8,2.0,9.200000000000045
2021-05-24 06:00:00,100610,5,190,1.8,281.35,91,99740,4.3,0.0,0.6,9.600000000000023
2021-05-24 09:00:00,100620,0,200,3.8,281.45,68,99770,8.9,0.0,0.0,14.100000000000023
2021-05-24 12:00:00,100530,6,250,5.3,280.65,80,99670,9.9,2.9,2.9,10.800000000000011
2021-05-24 15:00:00,100570,0,230,3.6,278.85,60,99710,8.7,-0.1,4.8,13.300000000000011
